State_Province,City,Company_Phone,Application_Category,Year_Founded,Key_Differentiators,Public_Private,Company_Website,Postal_Code,Company_Name,Address_2,Country,Sample_Customer_Names,Target_Industry,Company_Email,Address_1
Ontario,Waterloo,,"Asset Management, Dispatch Management, Supply Chain Management (SCM), Transportation and Logistics, Workforce/Field Service Management Food and Grocery, Manufacturing, Retail, Transportation, Wholesale/Distribution Descartes is a leading provider of software-as-a-service (SaaS) logistics solutions designed to reduce operating costs, improve customer service, reduce operational complexity, and meet regulatory compliance.  American Airlines; Amerigas; Hitachi; Canon; Coca Cola Korea Bottling; Continental Airlines; Crate and Barrel; CVS/pharmacy; Ferrellgas; FritoLay; KLM; Kuehne+Nagel; Panalpina; Samsung Electronics; Schenker; Swire Beverages; The Home Depot; TNT Freight Management",1981,"Descartes is a leading provider of software-as-a-service (SaaS) logistics solutions designed to reduce operating costs, improve customer service, reduce operational complexity, and meet regulatory compliance.  American Airlines; Amerigas; Hitachi; Canon; Coca Cola Korea Bottling; Continental Airlines; Crate and Barrel; CVS/pharmacy; Ferrellgas; FritoLay; KLM; Kuehne+Nagel; Panalpina; Samsung Electronics; Schenker; Swire Beverages; The Home Depot; TNT Freight Management",Public,http://www.descartes.com,,Descartes Systems Group,,Canada,American Airlines; Amerigas; Hitachi; Canon; Coca Cola Korea Bottling; Continental Airlines; Crate and Barrel; CVS/pharmacy; Ferrellgas; FritoLay; KLM; Kuehne+Nagel; Panalpina; Samsung Electronics; Schenker; Swire Beverages; The Home Depot; TNT Freight Management,"Food and Grocery, Manufacturing, Retail, Transportation, Wholesale/Distribution Descartes is a leading provider of software-as-a-service (SaaS) logistics solutions designed to reduce operating costs, improve customer service, reduce operational complexity, and meet regulatory compliance.  American Airlines; Amerigas; Hitachi; Canon; Coca Cola Korea Bottling; Continental Airlines; Crate and Barrel; CVS/pharmacy; Ferrellgas; FritoLay; KLM; Kuehne+Nagel; Panalpina; Samsung Electronics; Schenker; Swire Beverages; The Home Depot; TNT Freight Management",info@descartes.com,120 Randall Drive
Connecticut,West Haven,(844) 424-2422,"Asset Management, Business Process Management, Document Management, IT/Application Management Small and Mid-Size Businesses (SMBs), Software, Technology, Telecommunications/Service Providers",2010,,Private,http://www.device42.com/,06516,Device42,,United States,,"Small and Mid-Size Businesses (SMBs), Software, Technology, Telecommunications/Service Providers",info@device42.com,600 Saw Mill Rd
NY,New York,646-290-5414,"Asset Management, Collaboration, IT/Application Management, Portfolio Management, Productivity An IBM business partner, Corso is a global solutions and consulting firm offering offers expertise in enterprise architecture and strategic planning. The company assists organizations in manging change using cloud technologies.",2011,"An IBM business partner, Corso is a global solutions and consulting firm offering offers expertise in enterprise architecture and strategic planning. The company assists organizations in manging change using cloud technologies.",private,http://www.corso.us,10018,Corso Ltd.,Suite 1100,USA,,,sales@corso.us,1001 Avenue of the Americas
GA,Kennesaw,678-233-1280,"Asset Management, Procurement, Service Desk Management, Work Order Management, Workforce/Field Service Management Energy, Government, Manufacturing, Small and Mid-Size Businesses (SMBs), Utilities Cohesive's SaaS is based on Maximo technology, the worldwide leader in Enterprise Asset Management(EAM). Cohesive provides Management Consulting and Systems Integration services for asset-intensive industries. Its goal is to help customers achieve operational excellence and maximize their return on mission-critical technology investments. Mactec, Williams Midstream",1998,"Cohesive's SaaS is based on Maximo technology, the worldwide leader in Enterprise Asset Management(EAM). Cohesive provides Management Consulting and Systems Integration services for asset-intensive industries. Its goal is to help customers achieve operational excellence and maximize their return on mission-critical technology investments. Mactec, Williams Midstream",Private,http://www.cohesivesolutions.com,30144,"Cohesive Information Solutions, Inc.",Suite 050,USA,"Mactec, Williams Midstream","Energy, Government, Manufacturing, Small and Mid-Size Businesses (SMBs), Utilities Cohesive's SaaS is based on Maximo technology, the worldwide leader in Enterprise Asset Management(EAM). Cohesive provides Management Consulting and Systems Integration services for asset-intensive industries. Its goal is to help customers achieve operational excellence and maximize their return on mission-critical technology investments. Mactec, Williams Midstream",mlogsdon@cohesivesolutions.com,112 Town Park Drive Sute 050
Ontario,Ottawa,8776030666,"Asset Management Small and Mid-Size Businesses (SMBs) Simplicity: Clients are those who need inventory management software but are not interested in the technicalities or the jargon of the field - The company provides a very user friendly interface. Also, free for up to 100 inventory products  Bath & Granite, Weston & Sampson, Frog Level Market, Excellent Auto Service Sales, Organikos Holistics",2012,"Simplicity: Clients are those who need inventory management software but are not interested in the technicalities or the jargon of the field - The company provides a very user friendly interface. Also, free for up to 100 inventory products  Bath & Granite, Weston & Sampson, Frog Level Market, Excellent Auto Service Sales, Organikos Holistics",Private,http://www.cyberstockroom.com,K1H5N5,Cyber Stockroom,,Canada,"Bath & Granite, Weston & Sampson, Frog Level Market, Excellent Auto Service Sales, Organikos Holistics","Small and Mid-Size Businesses (SMBs) Simplicity: Clients are those who need inventory management software but are not interested in the technicalities or the jargon of the field - The company provides a very user friendly interface. Also, free for up to 100 inventory products  Bath & Granite, Weston & Sampson, Frog Level Market, Excellent Auto Service Sales, Organikos Holistics",admin@cyberstockroom.com,
Lanarkshire,Coatbridge,+44 1236 449741,"CRM, HRM, Project Management, Expenses, Messaging, Asset Management, Collaboration, Procurement. Small to Medium Sized Businesses. OnSuite is a single integrated suite covering all of the above categories. Enable, Disability Legal Services, G2-ms",2001,"OnSuite is a single integrated suite covering all of the above categories. Enable, Disability Legal Services, G2-ms",Private,http://www.theonsuite.com,ML5 3RB,Business Professional,,United Kingdom,"Enable, Disability Legal Services, G2-ms","Small to Medium Sized Businesses. OnSuite is a single integrated suite covering all of the above categories. Enable, Disability Legal Services, G2-ms",info@business-prof.com,"Coatbridge Business Centre, 204 Main Street"
IL,Stockton,na,"Asset Management, Manufacturing Solutions, Supply Chain Management (SCM) Food and Grocery, Manufacturing, Small and Mid-Size Businesses (SMBs), Wholesale/Distribution Low cost with the ability to have it customize to each company's needs, without the high cost. Simple monthly fees per user. More secure than using straight browser based application. Application resides on USB. Bay Valley Foods, PriMEDIA, BEST CAST",2008,"Low cost with the ability to have it customize to each company's needs, without the high cost. Simple monthly fees per user. More secure than using straight browser based application. Application resides on USB. Bay Valley Foods, PriMEDIA, BEST CAST",Private,http://www.cdidarkhorse.com,61085,CDi DARKHORSE,,USA,"Bay Valley Foods, PriMEDIA, BEST CAST","Food and Grocery, Manufacturing, Small and Mid-Size Businesses (SMBs), Wholesale/Distribution Low cost with the ability to have it customize to each company's needs, without the high cost. Simple monthly fees per user. More secure than using straight browser based application. Application resides on USB. Bay Valley Foods, PriMEDIA, BEST CAST",mcknightd@cdidarkhorse.com,PO Box 96
,London,+44 (0)800 020 9656,"Accounting/Financial, Asset Management, Business Intelligence, Collaboration, Enterprise Resource Planning (ERP) Construction, Consumer Products/Packaged Goods, Energy, Small and Mid-Size Businesses (SMBs), Utilities Easy-to-use and collaborative management app for any kind of physical assets. Get real-time notifications, workflow automation, tracking devices and deep analytics about your assets usage and costs. KONE, Eurotunnel.",2015,"Easy-to-use and collaborative management app for any kind of physical assets. Get real-time notifications, workflow automation, tracking devices and deep analytics about your assets usage and costs. KONE, Eurotunnel.",Private,http://www.bulbthings.com/,SE10 0ER,BulbThings,"6 Mitre Passage, Greenwich  Peninsula",United Kingdom,"KONE, Eurotunnel.","Construction, Consumer Products/Packaged Goods, Energy, Small and Mid-Size Businesses (SMBs), Utilities Easy-to-use and collaborative management app for any kind of physical assets. Get real-time notifications, workflow automation, tracking devices and deep analytics about your assets usage and costs. KONE, Eurotunnel.",hello@bulbthings.com,Greenwich Digital Innovation Centre 10th Floor
Western Australia,Balcatta,08 9240 2700,"Asset Management, Business Intelligence, Customer Relationship Management, IT/Application Management, Work Order Management Automotive, Construction, Electronics, Retail, Small and Mid-Size Businesses (SMBs) Powerful Customer CRM, Analytical Tools, Quoting, Invoicing,  Jobs, Service and Inventory Application. Create and email professional quotes and invoices to your customers. EziWorx ia a Complete Business System Engine.",2009,"Powerful Customer CRM, Analytical Tools, Quoting, Invoicing,  Jobs, Service and Inventory Application. Create and email professional quotes and invoices to your customers. EziWorx ia a Complete Business System Engine.",Private,http://www.eziworx.com.au,6021,EziWorx Pty Ltd,,Australia,,"Automotive, Construction, Electronics, Retail, Small and Mid-Size Businesses (SMBs) Powerful Customer CRM, Analytical Tools, Quoting, Invoicing,  Jobs, Service and Inventory Application. Create and email professional quotes and invoices to your customers. EziWorx ia a Complete Business System Engine.",sales@eziworx.com,9/160 Balcatta Road
Massachusetts,Boston,888-414-1933,"Accounting/Financial, Asset Management, Portfolio Management Real Estate, Small and Mid-Size Businesses (SMBs), Software Built to manage all properties and units. Streamlines tenant screening, online payments, complete accounting, and access for tenants and owners. Accessable from any device. Top notch customer service. Property Managers, Landlords, and Home Owner Associations. We have over 4,000 customers in 31 countries around the world.",2004,"Built to manage all properties and units. Streamlines tenant screening, online payments, complete accounting, and access for tenants and owners. Accessable from any device. Top notch customer service. Property Managers, Landlords, and Home Owner Associations. We have over 4,000 customers in 31 countries around the world.",Private,http://www.buildium.com,02210,Buildium,,United States,"Property Managers, Landlords, and Home Owner Associations. We have over 4,000 customers in 31 countries around the world.","Real Estate, Small and Mid-Size Businesses (SMBs), Software Built to manage all properties and units. Streamlines tenant screening, online payments, complete accounting, and access for tenants and owners. Accessable from any device. Top notch customer service. Property Managers, Landlords, and Home Owner Associations. We have over 4,000 customers in 31 countries around the world.",team@buildium.com,308 Congress Street
,Karlsruhe,+49 721 754 00 90,"Accounting/Financial, Asset Management, Business Process Management, Enterprise Resource Planning (ERP), Transportation and Logistics Automotive, Real Estate, Small and Mid-Size Businesses (SMBs), Transportation, Travel Provides rental software for the most popular industries such as the car rental, yacht charter, and many more. Uses the cloud to save costly maintenance and provide access to your business data.",2015,"Provides rental software for the most popular industries such as the car rental, yacht charter, and many more. Uses the cloud to save costly maintenance and provide access to your business data.",Private,http://https://www.rentingforce.com,76133,BS-Infosys GmbH,,Germany,,"Automotive, Real Estate, Small and Mid-Size Businesses (SMBs), Transportation, Travel Provides rental software for the most popular industries such as the car rental, yacht charter, and many more. Uses the cloud to save costly maintenance and provide access to your business data.",info@rentingforce.com,Amalienstrae 79
Texas,Houston,713-918-1371,"Asset Management, Collaboration, Help Desk Management, IT/Application Management, Service Desk Management A complete and easy-to-use IT service management suite optimized for salesforce.com and force.com cloud customers that integrates core service desk capabilities with change management, knowledge management,problem management and more  Ykult, Lumen21, Dept of HHS",1980,"A complete and easy-to-use IT service management suite optimized for salesforce.com and force.com cloud customers that integrates core service desk capabilities with change management, knowledge management,problem management and more  Ykult, Lumen21, Dept of HHS",Public,http://www.bmc,77042,BMC Software,,USA,"Ykult, Lumen21, Dept of HHS",,,2101 CityWest Boulevard
GA,Atlanta,866-996-1200,"Help Desk, Customer Support, Internal Support, Technology Support, Facility Maintenance Support, Asset Management, Inventory Management IT Consultants, K-12 School Districts, and SMBs. Highly customizable interface, community-inspired development, Strong relationship to improve support processes. Gryphon Networks, Eaton Corporation, Miami-Dade Public Schools, Chapel Hill-Carborro City Schools.",2000,"Highly customizable interface, community-inspired development, Strong relationship to improve support processes. Gryphon Networks, Eaton Corporation, Miami-Dade Public Schools, Chapel Hill-Carborro City Schools.",Private,http://www.helpdesk.bigwebapps.com,30357,BigWebApps,,USA,"Gryphon Networks, Eaton Corporation, Miami-Dade Public Schools, Chapel Hill-Carborro City Schools.","IT Consultants, K-12 School Districts, and SMBs. Highly customizable interface, community-inspired development, Strong relationship to improve support processes. Gryphon Networks, Eaton Corporation, Miami-Dade Public Schools, Chapel Hill-Carborro City Schools.",sales@bigwebapps.com,PO Box 7010
AZ,Tucson,(520) 882-9287,"Asset Management, Collaboration, Help Desk Management, Portfolio Management, Project Management Energy, Government, Manufacturing, Pharmaceutical, Professional Services Tracker is a modular solution set with Web-based applications for Projects, Time and Expense Reporting, Purchasing, Help Desk Services, HR, CRM and more. Organizations can choose the applications they need to assemble the solution they want. Random House, Freddie Mac, Sanyo, Samsonite, Baxi",1993,"Tracker is a modular solution set with Web-based applications for Projects, Time and Expense Reporting, Purchasing, Help Desk Services, HR, CRM and more. Organizations can choose the applications they need to assemble the solution they want. Random House, Freddie Mac, Sanyo, Samsonite, Baxi",Private,http://www.Acentre.com,85705,Automation Centre,,USA,"Random House, Freddie Mac, Sanyo, Samsonite, Baxi","Energy, Government, Manufacturing, Pharmaceutical, Professional Services Tracker is a modular solution set with Web-based applications for Projects, Time and Expense Reporting, Purchasing, Help Desk Services, HR, CRM and more. Organizations can choose the applications they need to assemble the solution they want. Random House, Freddie Mac, Sanyo, Samsonite, Baxi",Info@Acentre.com,435 E. 9th Street
IL,Chicago,312 277 7700,"Asset Management, Customer Relationship Management, Marketing, Portfolio Management Banking/Financial Services",2003,,Private,http://www.backstopsolutions.com,60606,Backstop Solutions Group,Suite 5125,USA,,Banking/Financial Services,info@backstopsolutions.com,233 S. Wacker Drive
Leinster,Dublin,+35316174886,"Asset Management Small and Mid-Size Businesses (SMBs) Ease of use. Ease of set-up. Desktop-like UI. Stripped down application. Reduces overheads and hidden costs. SPADE Enterprise Centre, Daido, LEVI, CarneyWalsh & Co, Active Online",2008,"Ease of use. Ease of set-up. Desktop-like UI. Stripped down application. Reduces overheads and hidden costs. SPADE Enterprise Centre, Daido, LEVI, CarneyWalsh & Co, Active Online",Private,http://www.bookmeetingroom.com,D7,BookMeetingRoom,North King Street,Ireland,"SPADE Enterprise Centre, Daido, LEVI, CarneyWalsh & Co, Active Online","Small and Mid-Size Businesses (SMBs) Ease of use. Ease of set-up. Desktop-like UI. Stripped down application. Reduces overheads and hidden costs. SPADE Enterprise Centre, Daido, LEVI, CarneyWalsh & Co, Active Online",bookmeetingroom@activeonline.biz,ST. PAULS
CA,San Diego,858-715-5000,"Asset Management, Call Center, Vendor Management, Work Order Management Food and Grocery, Retail",1994,,Private,http://www.bigskytech.com,92123,"Big Sky Technologies, Inc.",Suite 120,United States,,"Food and Grocery, Retail",info@bigskytech.com,9325 Sky Park Ct.
Kentucky,Louisville,502-426-5463,"Asset Management, Compliance and Risk Management, Enterprise Resource Planning (ERP), Expense Management, Procurement Banking/Financial Services, Education, Healthcare, Hospitality/Restaurants, Insurance Bellwether Software was founded in 1985 and helps organizations reduce costs, gain organizational control over spending and improve regulatory compliance (SOX) through implementation of its Procurement Management Software (PMX). City of Seward, WSFS Bank",1985,"Bellwether Software was founded in 1985 and helps organizations reduce costs, gain organizational control over spending and improve regulatory compliance (SOX) through implementation of its Procurement Management Software (PMX). City of Seward, WSFS Bank",Private,http://www.bellwethercorp.com,40223,Bellwether Software,Suite 6B,USA,"City of Seward, WSFS Bank","Banking/Financial Services, Education, Healthcare, Hospitality/Restaurants, Insurance Bellwether Software was founded in 1985 and helps organizations reduce costs, gain organizational control over spending and improve regulatory compliance (SOX) through implementation of its Procurement Management Software (PMX). City of Seward, WSFS Bank",sales@bellwethercorp.com,9900 Shelbyville Road
Quebec,Montreal,514-931-7474,"Asset Management, Business Intelligence, Business Process Management, Call Center, Customer Relationship Management Telecommunications/Service Providers, Utilities Atvent Solutions provides web 2.0 mobile applications, multi-formats data management services and customizable digital dashboards including spatial component to increase customer experience, organization efficiency and maximize asset performance. Comcast, TimeWarne, Cox, Rogers, Videotron",2002,"Atvent Solutions provides web 2.0 mobile applications, multi-formats data management services and customizable digital dashboards including spatial component to increase customer experience, organization efficiency and maximize asset performance. Comcast, TimeWarne, Cox, Rogers, Videotron",Private,http://www.atvent.com,H3K 1G6,Atvent Solutions inc.,Suite 5117,Canada,"Comcast, TimeWarne, Cox, Rogers, Videotron","Telecommunications/Service Providers, Utilities Atvent Solutions provides web 2.0 mobile applications, multi-formats data management services and customizable digital dashboards including spatial component to increase customer experience, organization efficiency and maximize asset performance. Comcast, TimeWarne, Cox, Rogers, Videotron",demo@atvent.com,1751 Richardson St.
California,San Jose,408-227-2720,"Asset Management, Business Process Management, Manufacturing Solutions, Supply Chain Management (SCM), Workforce/Field Service Management Banking/Financial Services, Education, Government, Healthcare, Manufacturing A configurable tracking system that uses barcode and RFID tracking technology to track inventory and assets for businesses large or small.  The mobile workforce gains access to critical info on their smartphone, tablets, or rugged mobile device. Kelloggs, Bayer Healthcare, Chicago Housing Authority, US Air Force, Pentagon, US Roasterie, Kia Motors, Retina Consultants, Xilinx",1987,"A configurable tracking system that uses barcode and RFID tracking technology to track inventory and assets for businesses large or small.  The mobile workforce gains access to critical info on their smartphone, tablets, or rugged mobile device. Kelloggs, Bayer Healthcare, Chicago Housing Authority, US Air Force, Pentagon, US Roasterie, Kia Motors, Retina Consultants, Xilinx",Private,http://ASAP Systems,95119,ASAP Systems,,United States,"Kelloggs, Bayer Healthcare, Chicago Housing Authority, US Air Force, Pentagon, US Roasterie, Kia Motors, Retina Consultants, Xilinx","Banking/Financial Services, Education, Government, Healthcare, Manufacturing A configurable tracking system that uses barcode and RFID tracking technology to track inventory and assets for businesses large or small.  The mobile workforce gains access to critical info on their smartphone, tablets, or rugged mobile device. Kelloggs, Bayer Healthcare, Chicago Housing Authority, US Air Force, Pentagon, US Roasterie, Kia Motors, Retina Consultants, Xilinx",mbruno@asapsystems.com,175 Bernal Road
Minnesota,Minneapolis,9527464659,"Asset Management, Portfolio Management Banking/Financial Services, Construction, Insurance, Real Estate Asset Record believes that property with better information is more attractive, manageable, and productive. Asset Record provides a cloud-based platform that allows property owners, lenders and professionals to maintain property information.",2010,"Asset Record believes that property with better information is more attractive, manageable, and productive. Asset Record provides a cloud-based platform that allows property owners, lenders and professionals to maintain property information.",Private,http://www.assetrecord.com,55431,Asset Record,Suite 151,US,,"Banking/Financial Services, Construction, Insurance, Real Estate Asset Record believes that property with better information is more attractive, manageable, and productive. Asset Record provides a cloud-based platform that allows property owners, lenders and professionals to maintain property information.",info@assetrecord.com,8100 Penn Avenue South
SC,Greenville,864-679-3415,"Asset Management, Project Management, Work Order Management Chemical, Food and Grocery, Manufacturing One of the leaders for over 30 years in asset management, AssetPoint  helps customers reduce maintenance costs, control operations, and more. With their innovative TabWare software, AssetPoint strives to help their customers succeed.",1978,"One of the leaders for over 30 years in asset management, AssetPoint  helps customers reduce maintenance costs, control operations, and more. With their innovative TabWare software, AssetPoint strives to help their customers succeed.",Private,http://www.assetpoint.com/,29615,AssetPoint,,United States,,"Chemical, Food and Grocery, Manufacturing One of the leaders for over 30 years in asset management, AssetPoint  helps customers reduce maintenance costs, control operations, and more. With their innovative TabWare software, AssetPoint strives to help their customers succeed.",sales@AssetPoint.com,770 Pelham Rd.
Vienna,Vienna,,"Asset Management, Business Process Management, Compliance and Risk Management, Enterprise Resource Planning (ERP) Automotive, Electronics, Manufacturing, Pharmaceutical, Utilities Software helps big organizations manage their surplus assets, generating value by providing annual costs saving, improving corporate compliance and supporting better sustainability practices.",2011,"Software helps big organizations manage their surplus assets, generating value by providing annual costs saving, improving corporate compliance and supporting better sustainability practices.",Private,http://http://www.AssetGlobe.com,1100,AssetGlobe,,Austria,,"Automotive, Electronics, Manufacturing, Pharmaceutical, Utilities Software helps big organizations manage their surplus assets, generating value by providing annual costs saving, improving corporate compliance and supporting better sustainability practices.",info@assetglobe.com,Carl-Appel-Strasse 9/8.4
PA,State College,8148673100,"Asset Management QR Inventory is a modern cloud based inventory and asset management system that uses  QR codes and mobile technology to streamline inventory management process. Use smartphones as scanners, lookup inventory from anywhere. Planet Fitness, Global Pay, Williams, Transwave, Paperchine",1994,"QR Inventory is a modern cloud based inventory and asset management system that uses  QR codes and mobile technology to streamline inventory management process. Use smartphones as scanners, lookup inventory from anywhere. Planet Fitness, Global Pay, Williams, Transwave, Paperchine",Private,http://www.small-business-inventory-management.com,16801,AHG,,US,"Planet Fitness, Global Pay, Williams, Transwave, Paperchine",,newbox@ahg.com,300 S Pugh
MD,Owings Mills,800.854.0473,"Asset Management, Dispatch Management, Supply Chain Management (SCM), Transportation and Logistics, Work Order Management Food and Grocery, Healthcare, Pharmaceutical, Transportation, Wholesale/Distribution Out-of-the-box product with easy deployment and rapid ROI. Manages all operations outside the four walls electronically in real-time, transforming costly, error-prone, paper-based processes into a highly efficient automated workflow. Staples, Iron Mountain, US Foodservice, Cardinal Health",2007,"Out-of-the-box product with easy deployment and rapid ROI. Manages all operations outside the four walls electronically in real-time, transforming costly, error-prone, paper-based processes into a highly efficient automated workflow. Staples, Iron Mountain, US Foodservice, Cardinal Health",Private,http://www.airversent.com,21117,"AirVersent, Inc.",Suite 102,USA,"Staples, Iron Mountain, US Foodservice, Cardinal Health","Food and Grocery, Healthcare, Pharmaceutical, Transportation, Wholesale/Distribution Out-of-the-box product with easy deployment and rapid ROI. Manages all operations outside the four walls electronically in real-time, transforming costly, error-prone, paper-based processes into a highly efficient automated workflow. Staples, Iron Mountain, US Foodservice, Cardinal Health",info@airversent.com,11460 Cronridge Drive
MA,Boston,617-535-5000,"Digital Asset Management, Media Asset Management Marketing and Creative Services Easy to use, easy to implement, affordable NA",1986,"Easy to use, easy to implement, affordable NA",Private,http://www.majortom.net,02116,Aquent,,USA,NA,"Marketing and Creative Services Easy to use, easy to implement, affordable NA",NA,711 Boylston Street
Alicante,Alfaz Del Pi,+34 96 588 78 40,"Accounting/Financial, Asset Management, Enterprise Resource Planning (ERP), Expense Management, Supply Chain Management (SCM) Banking/Financial Services, Legal, Professional Services, Small and Mid-Size Businesses (SMBs), Telecommunications/Service Providers Accountnet-Online is a multi-user, double entry accounting/ERP system designed for manufacturing, retail and professional service businesses. Accountnet-Online is very flexible and can be customized to meet users' specific needs.",1996,"Accountnet-Online is a multi-user, double entry accounting/ERP system designed for manufacturing, retail and professional service businesses. Accountnet-Online is very flexible and can be customized to meet users' specific needs.",Private,http://www.accountnetonline.com,03580,Accountnet Online,Buzon 278,Spain,,"Banking/Financial Services, Legal, Professional Services, Small and Mid-Size Businesses (SMBs), Telecommunications/Service Providers Accountnet-Online is a multi-user, double entry accounting/ERP system designed for manufacturing, retail and professional service businesses. Accountnet-Online is very flexible and can be customized to meet users' specific needs.",info@accountnet.info,"Cami de la mar, 30-8"
Leinster,Dublin,+353 1 617 4886,"Asset Management Small and Mid-Size Businesses (SMBs) Useability. Focused on enterprise centres, GYMs, Music editing suites, conference centres, dance studios, services offices, small to medium private companies, and local authorities.",2008,"Useability. Focused on enterprise centres, GYMs, Music editing suites, conference centres, dance studios, services offices, small to medium private companies, and local authorities.",Private,http://www.bookmeetingroom.com,D7,Active Online,North King Street,Ireland,,"Small and Mid-Size Businesses (SMBs) Useability. Focused on enterprise centres, GYMs, Music editing suites, conference centres, dance studios, services offices, small to medium private companies, and local authorities.",solutions@activeonline.ie,SPADE Enterprise Centre
Tyne and Wear,Sunderland,+44 (0) 8453309007,"Asset Management, Business Intelligence, Business Process Management, Collaboration, Document Management Construction, Education, Energy, Government, Utilities 4Projects� core offering is the provision of on-demand collaboration software. The solution is a means of improving the project management process, providing a comprehensive toolset for online collaboration, document control & information management. e-on, Cadagon, Gentoo, Mitchells & Butler, EDF, Mott Macdonald, Mivan, Populous, The Clarskon Alliance, Gleeds, Carillion, Bovis, WYG, Ogilvie, Willmott Dixon Group, Vinci UK, ROK, Kier, Morgan Ashurst, McLaren, Leadbitter Group, Prudential",2000,"4Projects� core offering is the provision of on-demand collaboration software. The solution is a means of improving the project management process, providing a comprehensive toolset for online collaboration, document control & information management. e-on, Cadagon, Gentoo, Mitchells & Butler, EDF, Mott Macdonald, Mivan, Populous, The Clarskon Alliance, Gleeds, Carillion, Bovis, WYG, Ogilvie, Willmott Dixon Group, Vinci UK, ROK, Kier, Morgan Ashurst, McLaren, Leadbitter Group, Prudential",Private,http://www.4projects.com,SR3 3XD,4Projects,Doxford International Business Park,England,"e-on, Cadagon, Gentoo, Mitchells & Butler, EDF, Mott Macdonald, Mivan, Populous, The Clarskon Alliance, Gleeds, Carillion, Bovis, WYG, Ogilvie, Willmott Dixon Group, Vinci UK, ROK, Kier, Morgan Ashurst, McLaren, Leadbitter Group, Prudential","Construction, Education, Energy, Government, Utilities 4Projects� core offering is the provision of on-demand collaboration software. The solution is a means of improving the project management process, providing a comprehensive toolset for online collaboration, document control & information management. e-on, Cadagon, Gentoo, Mitchells & Butler, EDF, Mott Macdonald, Mivan, Populous, The Clarskon Alliance, Gleeds, Carillion, Bovis, WYG, Ogilvie, Willmott Dixon Group, Vinci UK, ROK, Kier, Morgan Ashurst, McLaren, Leadbitter Group, Prudential",info@4projects.com,The Teleport
Cheshire,Congleton,+44 (0) 1260 295 222,"Accounting/Financial, Asset Management A comprehensive approach with six Service Layers: 1) Enterprise class datacentres, 2) Commercial IP transit, 3) Network and application management, 4) Enterprise class hardware 5) Virtualisation platform, 6) Common Solution Service Platform (CSSP).",1999,"A comprehensive approach with six Service Layers: 1) Enterprise class datacentres, 2) Commercial IP transit, 3) Network and application management, 4) Enterprise class hardware 5) Virtualisation platform, 6) Common Solution Service Platform (CSSP).",Private,http://www.1steasy.com,CW12 2AD,1st Easy Limited,"Mill Street, Buglawton",UK,,,saas@1steasy.com,Lower Washford Mill
NC,Cornelius,704-896-3118,"IWMS - Integrated Workplace Management Solutions Retail, Corporate, Property Management Years in Business, Application Interface, 100% Web Based, Patented Technologies Lowe's Companies, Enterprise Rent-A-Car, PF Changs, Ingersol Rand, Stop & Shop Supermarkets, Michaels Stores, Barnes & Noble",1996,"Years in Business, Application Interface, 100% Web Based, Patented Technologies Lowe's Companies, Enterprise Rent-A-Car, PF Changs, Ingersol Rand, Stop & Shop Supermarkets, Michaels Stores, Barnes & Noble",Private,http://www.amtdirect.com,28031,AMTdirect,,USA,"Lowe's Companies, Enterprise Rent-A-Car, PF Changs, Ingersol Rand, Stop & Shop Supermarkets, Michaels Stores, Barnes & Noble","Retail, Corporate, Property Management Years in Business, Application Interface, 100% Web Based, Patented Technologies Lowe's Companies, Enterprise Rent-A-Car, PF Changs, Ingersol Rand, Stop & Shop Supermarkets, Michaels Stores, Barnes & Noble",corporate@amtdirect.com,"17039 Kenton Drive, Suite 200"
